Current Combination:  _Bio_ESM_Prot_
Running models_name:  GTN_GIN
Graph and protein mapping loaded successfully!
Number of nodes in graph: 21435
Example mapping: [('Q9NZK7', 0), ('O43822', 1), ('P08567', 2), ('Q0VDF9', 3), ('Q3KR37', 4)]
original g: Graph(num_nodes=21435, num_edges=10277955,
      ndata_schemes={'protvec': Scheme(shape=(300,), dtype=torch.float32), 'biovec': Scheme(shape=(1024,), dtype=torch.float32), 'alphafold': Scheme(shape=(384,), dtype=torch.float32), 'esm': Scheme(shape=(1280,), dtype=torch.float32)}
      edata_schemes={'weight': Scheme(shape=(), dtype=torch.float32)})

======Before Normalizing======
Embedding: protvec
  Shape: torch.Size([21435, 300])
  Min value: -0.4914022386074066
  Max value: 0.4184800088405609

Embedding: biovec
  Shape: torch.Size([21435, 1024])
  Min value: -1.647519588470459
  Max value: 2.2878119945526123

Embedding: alphafold
  Shape: torch.Size([21435, 384])
  Min value: -3139.99267578125
  Max value: 158.50872802734375

Embedding: esm
  Shape: torch.Size([21435, 1280])
  Min value: -8.801618576049805
  Max value: 1.9987815618515015


======After Normalizing======
Embedding: protvec
  Shape: torch.Size([21435, 300])
  Min value: -0.4914022386074066
  Max value: 0.4184800088405609

Embedding: biovec
  Shape: torch.Size([21435, 1024])
  Min value: -1.647519588470459
  Max value: 2.2878119945526123

Embedding: alphafold
  Shape: torch.Size([21435, 384])
  Min value: -3139.99267578125
  Max value: 158.50872802734375

Embedding: esm
  Shape: torch.Size([21435, 1280])
  Min value: -8.801618576049805
  Max value: 1.9987815618515015

g.ndata['concatenated'].shape: torch.Size([21435, 2604])
After Concatenation g: Graph(num_nodes=21435, num_edges=10277955,
      ndata_schemes={'protvec': Scheme(shape=(300,), dtype=torch.float32), 'biovec': Scheme(shape=(1024,), dtype=torch.float32), 'alphafold': Scheme(shape=(384,), dtype=torch.float32), 'esm': Scheme(shape=(1280,), dtype=torch.float32), 'concatenated': Scheme(shape=(2604,), dtype=torch.float32)}
      edata_schemes={'weight': Scheme(shape=(), dtype=torch.float32)})
Graph and protein mapping loaded successfully!
Number of nodes in graph: 21435
Data Loading is completed
Total Number of Edges:  10275677
Train Number of Edges:  7192975
Valid Number of Edges:  2055135
Test Number of Edges:  1027567
Graph Splitting is completed
For Feature: concatenated ; flag 1.10f GTN Model
=================================
Epoch: 00 |  Iteration: 00000 | Loss: 0.6963 | Training Accuracy: 53.5156 | AUC Score: 0.5247
Epoch: 15 |  Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 55.3839 | AUC Score: 0.4480
Epoch: 16 |  Iteration: 00000 | Loss: 0.5567 | Training Accuracy: 70.3125 | AUC Score: 0.7748
Epoch: 16 |  Iteration: 04000 | Loss: 0.5553 | Training Accuracy: 70.8984 | AUC Score: 0.7879
Epoch: 16 |  Iteration: 08000 | Loss: 0.5551 | Training Accuracy: 70.5078 | AUC Score: 0.7648
Epoch: 16 |  Iteration: 12000 | Loss: 0.5550 | Training Accuracy: 70.1172 | AUC Score: 0.7798
Epoch: 16 |  Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 50.0011 | AUC Score: 0.3136
Epoch: 17 |  Iteration: 00000 | Loss: 0.5627 | Training Accuracy: 70.1172 | AUC Score: 0.7726
Epoch: 17 |  Iteration: 04000 | Loss: 0.5549 | Training Accuracy: 69.6289 | AUC Score: 0.7709
Epoch: 17 |  Iteration: 08000 | Loss: 0.5547 | Training Accuracy: 71.0938 | AUC Score: 0.7863
Epoch: 17 |  Iteration: 12000 | Loss: 0.5547 | Training Accuracy: 70.0195 | AUC Score: 0.7633
Epoch: 17 |  Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 57.8899 | AUC Score: 0.5240
Epoch: 18 |  Iteration: 00000 | Loss: 0.5566 | Training Accuracy: 72.1680 | AUC Score: 0.7847
Epoch: 18 |  Iteration: 04000 | Loss: 0.5548 | Training Accuracy: 72.3633 | AUC Score: 0.8074
Epoch: 18 |  Iteration: 08000 | Loss: 0.5547 | Training Accuracy: 72.4609 | AUC Score: 0.7899
Epoch: 18 |  Iteration: 12000 | Loss: 0.5546 | Training Accuracy: 71.8750 | AUC Score: 0.7832
Epoch: 18 |  Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 54.6843 | AUC Score: 0.4070
Epoch: 19 |  Iteration: 00000 | Loss: 0.5487 | Training Accuracy: 70.1172 | AUC Score: 0.7777
Epoch: 19 |  Iteration: 04000 | Loss: 0.5542 | Training Accuracy: 71.3867 | AUC Score: 0.7756
Epoch: 19 |  Iteration: 08000 | Loss: 0.5541 | Training Accuracy: 74.4141 | AUC Score: 0.8163
Epoch: 19 |  Iteration: 12000 | Loss: 0.5540 | Training Accuracy: 69.5312 | AUC Score: 0.7648
Epoch: 19 |  Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 55.9975 | AUC Score: 0.4733
Model checkpoint saved to: /data/saiful/ePPI/concatenated embeddings/checkpoints/concatenated_feat_gin_lr_1e-4__Bio_ESM_Prot__embedding_checkpoint.pth
#---Testing Performance Metrics---#
=== === flag1.11a performance_metrics === ===
Threshold: 792.88861
True Positive: 0.08941022823815868
False Negative: 0.4105897717618413
True Negative: 0.45893357805379115
False Positive: 0.04106642194620886
confusion_matrix: [[0.45893358 0.04106642]
 [0.41058977 0.08941023]]
J   = 0.09668761258389957
MCC = 0.14352706946767874
AUC = 0.4493752405418019
Accuracy using deepdrug method:  = 54.8344%
Precision = 0.6853
Recall = 0.1788
F1 Score = 0.2836
=== === === ===


Epoch: 19 | Final Performance: 00000 | Loss: 0.0000 | Testing Accuracy: 54.8344 | AUC Score: 0.4494


=================================
Execution Finished..
